,Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
238,Bruno Guimarães,Lyon,0,1,1,0,4,0,0,0,90
239,"Tătăruşanu

 (GK)",Lyon,0,0,0,0,0,0,0,0,0
240,Andersen,Lyon,0,0,0,0,0,0,0,0,9
241,Terrier,Lyon,0,0,0,0,0,0,1,0,24
242,Traoré,Lyon,0,0,0,0,0,0,0,0,0
243,Mendes,Lyon,0,0,0,0,0,0,0,0,0
244,Tete,Lyon,0,0,0,0,0,0,0,0,12
245,Caqueret,Lyon,0,0,0,0,0,0,0,0,0
246,Rudi Garcia,Lyon(COACH),0,0,0,0,0,0,0,0,0
247,"Szczęsny

 (GK)",Juventus,0,0,0,0,0,0,0,0,90
248,De Ligt,Juventus,0,0,0,0,1,0,1,0,90
249,Pjanić,Juventus,0,1,0,0,1,1,0,0,61
250,Ronaldo,Juventus,0,4,0,0,0,3,0,2,90
251,Dybala,Juventus,0,2,0,0,0,7,0,1,90
252,Alex Sandro,Juventus,0,2,0,0,2,9,1,0,90
253,Danilo,Juventus,0,1,0,0,1,2,2,0,90
254,Cuadrado,Juventus,0,0,0,0,1,1,0,0,70
255,Bonucci,Juventus,0,0,0,0,2,0,1,0,90
256,Rabiot,Juventus,0,1,0,0,0,2,0,0,78
257,Bentancur,Juventus,0,0,0,0,1,5,2,0,90
258,"Buffon

 (GK)",Juventus,0,0,0,0,0,0,0,0,0
259,De Sciglio,Juventus,0,0,0,0,0,0,0,0,0
260,Ramsey,Juventus,0,1,0,0,0,2,1,0,29
261,Matuidi,Juventus,0,0,0,0,0,0,0,0,0
262,Higuaín,Juventus,0,2,0,0,0,0,0,0,20
263,Rugani,Juventus,0,0,0,0,0,0,0,0,0
264,Bernardeschi,Juventus,0,0,0,0,0,2,0,0,12
265,Maurizio Sarri,Juventus(COACH),0,0,0,0,0,0,0,0,0
266,"Courtois

 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
267,Carvajal,Real Madrid,0,0,0,0,0,2,2,0,90
268,Ramos,Real Madrid,0,1,0,0,3,0,1,0,90
269,Varane,Real Madrid,0,1,0,0,1,0,0,0,90
270,Benzema,Real Madrid,0,1,1,0,0,0,1,0,90
271,Modrić,Real Madrid,0,0,0,0,3,2,1,0,84
272,Casemiro,Real Madrid,0,1,0,0,2,1,1,0,90
273,Valverde,Real Madrid,0,0,0,0,1,1,3,0,90
274,Isco,Real Madrid,1,1,1,0,0,1,0,0,84
275,Mendy,Real Madrid,0,1,0,0,1,6,0,0,90
276,Vinícius Júnior,Real Madrid,0,0,0,1,1,2,3,0,75
277,"Areola

 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
278,Éder Militão,Real Madrid,0,0,0,0,0,0,0,0,0
279,Kroos,Real Madrid,0,0,0,0,0,0,0,0,0
280,Bale,Real Madrid,0,2,0,0,0,1,0,0,15
281,Marcelo,Real Madrid,0,0,0,0,0,0,0,0,0
282,Lucas Vázquez,Real Madrid,0,0,0,0,1,1,1,0,6
283,Jović,Real Madrid,0,0,0,0,0,0,0,0,6
284,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
285,"Ederson

 (GK)",Man. City,0,0,0,0,0,0,0,0,90
286,Walker,Man. City,0,0,0,0,3,0,0,0,90
287,Gündoğan,Man. City,0,0,0,0,2,0,0,0,90
288,Jesus,Man. City,1,4,2,0,2,0,0,0,90
289,Laporte,Man. City,0,0,0,0,0,0,0,0,33
