Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
Ramos,Real Madrid,0,0,0,0,3,0,1,0,90
Ronaldo,Real Madrid,0,6,1,0,0,1,0,2,90
Kroos,Real Madrid,0,3,1,0,1,5,1,0,85
Benzema,Real Madrid,0,2,1,0,0,0,0,2,41
Bale,Real Madrid,0,5,0,0,0,10,0,3,90
Marcelo,Real Madrid,0,2,0,0,0,2,1,0,90
Casemiro,Real Madrid,0,2,0,0,2,0,2,0,90
Modrić,Real Madrid,0,0,0,0,1,1,0,0,64
Danilo,Real Madrid,0,0,0,0,0,3,0,0,90
"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
Nacho,Real Madrid,0,0,0,0,0,0,0,0,0
James Rodríguez,Real Madrid,0,0,0,0,0,0,0,0,5
Carvajal,Real Madrid,0,0,0,0,0,0,0,0,0
Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,0
Jesé,Real Madrid,0,1,0,0,0,0,2,0,49
Isco,Real Madrid,0,0,0,0,0,0,1,0,26
Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
Piqué,Barcelona,0,0,0,0,2,0,0,0,90
Rakitić,Barcelona,0,1,0,0,3,0,2,0,63
Sergio Busquets,Barcelona,0,0,0,0,2,0,2,0,80
Dani Alves,Barcelona,0,0,0,1,0,10,4,0,90
Iniesta,Barcelona,0,1,0,0,0,3,1,0,83
Luis Suárez,Barcelona,2,3,2,0,1,0,1,2,90
Messi,Barcelona,0,6,1,0,0,0,0,0,90
Neymar,Barcelona,0,6,1,0,1,1,3,0,90
Mascherano,Barcelona,0,1,1,0,3,0,2,0,90
Jordi Alba,Barcelona,0,1,0,1,3,6,1,1,90
"Bravo
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
Arda Turan,Barcelona,0,0,0,0,0,0,0,0,7
Rafinha,Barcelona,0,2,0,0,3,1,2,0,27
Bartra,Barcelona,0,0,0,0,0,0,0,0,0
Munir,Barcelona,0,0,0,0,0,0,0,0,0
Sergi Roberto,Barcelona,0,0,0,0,0,0,1,0,10
Vermaelen,Barcelona,0,0,0,0,0,0,0,0,0
Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0
"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
Godín,Atlético,0,0,0,0,3,0,1,0,90
Filipe Luís,Atlético,0,1,0,0,3,0,1,0,90
Koke,Atlético,0,0,0,1,1,3,2,0,90
Griezmann,Atlético,0,3,1,0,1,0,1,0,76
Torres,Atlético,1,1,1,0,1,1,3,0,90
Gabi,Atlético,0,0,0,0,0,0,3,0,90
Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,90
Hernández,Atlético,0,0,0,0,3,0,1,0,90
Juanfran,Atlético,0,0,0,0,2,0,2,0,90
Carrasco,Atlético,0,0,0,0,0,0,0,0,53
"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
Kranevitter,Atlético,0,0,0,0,3,0,1,0,0
Fernández,Atlético,0,1,0,0,1,0,1,0,37
Correa,Atlético,0,0,0,0,0,0,0,0,0
Gámez,Atlético,0,0,0,0,0,0,0,0,0
Thomas,Atlético,0,0,0,0,0,0,0,0,14
Vietto,Atlético,0,0,0,0,0,0,0,0,0
Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
Thiago Alcántara,Bayern,0,0,0,0,6,0,0,1,90
Ribéry,Bayern,0,3,1,0,1,12,1,2,90
Lewandowski,Bayern,0,5,2,0,0,0,1,1,90
Douglas Costa,Bayern,0,2,1,0,1,3,2,0,70
Bernat,Bayern,0,2,0,1,0,4,3,0,90
Lahm,Bayern,0,0,0,0,1,2,0,0,90
Vidal,Bayern,1,3,1,0,0,0,4,1,90
Müller,Bayern,0,1,1,0,2,2,0,0,85
Alaba,Bayern,0,0,0,0,2,0,0,0,90
Kimmich,Bayern,0,0,0,0,0,0,0,0,60
"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
Javi Martínez,Bayern,0,0,0,0,0,0,0,0,30
Rafinha,Bayern,0,0,0,0,0,0,0,0,0
Xabi Alonso,Bayern,0,0,0,0,0,0,0,0,0
Götze,Bayern,0,0,0,0,0,0,0,0,5
Rode,Bayern,0,0,0,0,0,0,0,0,0
Coman,Bayern,0,0,0,0,0,3,0,0,20
Josep Guardiola,Bayern(COACH),0,0,0,0,0,0,0,0,0
"Ederson
 (GK)",Benfica,0,0,0,0,1,0,0,0,90
Fejsa,Benfica,0,0,0,0,1,0,3,0,90
Gaitán,Benfica,0,1,0,0,0,4,1,0,90
Mitroglou,Benfica,0,3,0,0,0,1,0,1,70
Lindelöf,Benfica,0,0,0,0,1,0,1,0,90
Jonas,Benfica,0,0,0,0,0,0,0,0,83
Eliseu,Benfica,0,1,0,0,0,1,2,0,90
Pizzi,Benfica,0,0,0,0,2,2,1,0,90
Jardel,Benfica,0,0,0,0,3,0,2,0,90
André Almeida,Benfica,0,1,0,0,2,2,0,0,90
Renato Sanches,Benfica,0,0,0,0,0,0,0,0,90
"Paulo Lopes
 (GK)",Benfica,0,0,0,0,0,0,0,0,0
Lisandro López,Benfica,0,0,0,0,0,0,0,0,0
Samaris,Benfica,0,0,0,0,0,0,0,0,0
Jiménez,Benfica,0,0,0,0,0,0,0,0,20
Salvio,Benfica,0,1,0,0,0,0,0,0,7
Talisca,Benfica,0,0,0,0,0,0,0,0,0
Semedo,Benfica,0,0,0,0,0,0,0,0,0
Rui Vitória,Benfica(COACH),0,0,0,0,0,0,0,0,0
"Ter Stegen
 (GK)",Barcelona,0,0,0,0,1,0,0,0,90
Rakitić,Barcelona,0,2,0,0,2,0,1,0,77
Sergio Busquets,Barcelona,0,1,0,0,1,0,1,0,90
Dani Alves,Barcelona,0,0,0,1,3,2,2,0,90
Iniesta,Barcelona,0,1,0,0,2,0,1,0,72
Luis Suárez,Barcelona,1,3,2,1,1,3,1,1,90
Messi,Barcelona,1,6,3,0,1,1,0,1,90
Neymar,Barcelona,1,3,3,0,1,3,1,0,90
Mascherano,Barcelona,0,0,0,0,5,0,0,0,90
Jordi Alba,Barcelona,0,0,0,0,0,2,0,0,90
Mathieu,Barcelona,0,1,0,0,0,0,0,0,90
"Bravo
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
Arda Turan,Barcelona,0,0,0,0,0,0,1,0,13
Bartra,Barcelona,0,0,0,0,0,0,0,0,0
Munir,Barcelona,0,0,0,0,0,0,0,0,0
Sergi Roberto,Barcelona,0,0,0,0,0,0,0,0,18
Aleix Vidal,Barcelona,0,0,0,0,0,0,0,0,0
Vermaelen,Barcelona,0,0,0,0,0,0,0,0,0
Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0
"Ospina
 (GK)",Arsenal,0,0,0,0,0,0,0,0,90
Gabriel,Arsenal,0,0,0,0,7,0,0,0,90
Koscielny,Arsenal,0,0,0,0,5,0,0,0,90
Özil,Arsenal,0,1,0,0,3,3,0,0,90
Alexis Sánchez,Arsenal,0,2,0,0,1,0,1,0,90
Monreal,Arsenal,0,0,0,0,4,2,2,0,90
Flamini,Arsenal,0,1,0,0,3,0,2,0,45
Welbeck,Arsenal,0,5,0,0,1,0,0,0,73
Bellerín,Arsenal,0,0,0,0,5,5,0,0,90
Elneny,Arsenal,1,3,1,0,3,2,3,0,90
Iwobi,Arsenal,0,0,0,0,0,0,0,0,73
"Macey
 (GK)",Arsenal,0,0,0,0,0,0,0,0,0
Gibbs,Arsenal,0,0,0,0,0,0,0,0,0
Mertesacker,Arsenal,0,0,0,0,0,0,0,0,0
Giroud,Arsenal,0,2,1,0,1,0,1,0,17
Walcott,Arsenal,0,3,0,0,1,1,0,0,17
Campbell,Arsenal,0,0,0,0,0,0,0,0,0
Coquelin,Arsenal,0,0,0,0,4,0,0,0,45
Arsène Wenger,Arsenal(COACH),0,0,0,0,0,0,0,0,0
"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
Benatia,Bayern,0,0,0,0,0,0,0,0,46
Ribéry,Bayern,0,4,0,0,2,9,1,1,1
Lewandowski,Bayern,1,2,1,0,0,2,3,1,90
Douglas Costa,Bayern,0,7,0,1,1,16,4,0,90
Xabi Alonso,Bayern,0,0,0,0,1,2,1,0,60
Lahm,Bayern,0,0,0,0,0,2,2,0,90
Vidal,Bayern,0,3,0,1,4,0,3,0,90
Müller,Bayern,1,5,4,1,0,1,1,0,90
Alaba,Bayern,0,1,0,0,1,2,1,0,90
Kimmich,Bayern,0,0,0,0,3,0,0,0,90
"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
Thiago Alcántara,Bayern,1,1,1,0,1,0,1,0,14
Rafinha,Bayern,0,0,0,0,0,0,0,0,0
Bernat,Bayern,0,1,0,0,0,4,0,0,44
Götze,Bayern,0,0,0,0,0,0,0,0,0
Rode,Bayern,0,0,0,0,0,0,0,0,0
Coman,Bayern,1,2,1,1,0,3,2,0,30
Josep Guardiola,Bayern(COACH),0,0,0,0,0,0,0,0,0
"Buffon
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
Khedira,Juventus,0,0,0,0,2,1,1,0,68
Morata,Juventus,0,4,2,1,1,0,4,2,72
Pogba,Juventus,1,1,1,0,1,1,7,1,90
Hernanes,Juventus,0,1,0,0,0,1,0,0,90
Alex Sandro,Juventus,0,1,1,0,0,8,3,0,90
Barzagli,Juventus,0,0,0,0,3,0,0,0,90
Cuadrado,Juventus,1,2,2,0,1,2,1,0,89
Bonucci,Juventus,0,2,2,0,4,0,3,0,90
Lichtsteiner,Juventus,0,3,2,1,0,1,2,0,90
Evra,Juventus,0,0,0,0,3,0,0,0,90
"Neto
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
Zaza,Juventus,0,0,0,0,0,0,0,0,0
Mandžukić,Juventus,0,1,1,0,0,0,2,0,18
Asamoah,Juventus,0,0,0,0,0,0,0,0,0
Rugani,Juventus,0,0,0,0,0,0,0,0,0
Sturaro,Juventus,0,1,0,0,0,1,1,0,22
Pereyra,Juventus,0,0,0,0,1,0,2,0,1
Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
Godín,Atlético,0,3,1,0,4,0,0,0,89
Filipe Luís,Atlético,0,1,1,0,2,3,0,0,90
Koke,Atlético,0,2,0,0,1,8,0,0,90
Griezmann,Atlético,0,4,3,0,0,2,1,2,90
Fernández,Atlético,0,1,1,0,1,1,0,0,56
Gabi,Atlético,0,2,0,0,2,6,1,0,90
Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,90
Juanfran,Atlético,0,0,0,0,2,10,1,0,90
Carrasco,Atlético,0,0,0,0,0,0,0,0,75
Giménez,Atlético,0,2,0,0,9,0,2,0,90
"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
Kranevitter,Atlético,0,2,0,0,1,4,1,3,15
Torres,Atlético,0,3,1,0,0,2,1,0,34
Correa,Atlético,0,0,0,0,0,0,0,0,0
Gámez,Atlético,0,0,0,0,0,0,0,0,0
Hernández,Atlético,0,1,0,0,0,0,0,0,1
Vietto,Atlético,0,0,0,0,0,0,0,0,0
Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
"Zoet
 (GK)",PSV,0,0,0,0,0,0,0,0,90
Isimat-Mirin,PSV,0,0,0,0,2,0,1,0,90
Moreno,PSV,0,1,0,0,3,0,1,0,90
Arias,PSV,0,2,0,0,4,1,2,0,90
Bruma,PSV,0,0,0,0,4,0,1,0,90
Pröpper,PSV,0,0,0,0,2,4,3,0,90
L. de Jong,PSV,0,1,1,0,1,0,5,0,18
Willems,PSV,0,1,0,0,3,3,0,0,75
Guardado,PSV,0,1,0,0,2,1,0,0,90
Locadia,PSV,0,1,1,0,2,2,2,0,87
Van Ginkel,PSV,0,0,0,0,0,0,2,0,90
"Pasveer
 (GK)",PSV,0,0,0,0,0,0,0,0,0
Schaars,PSV,0,0,0,0,0,0,0,0,0
Narsingh,PSV,0,0,0,0,0,0,0,0,5
Lestienne,PSV,0,1,0,0,0,1,0,0,3
Jozefzoon,PSV,0,0,0,0,0,0,0,0,0
Brenet,PSV,0,2,0,0,1,2,0,0,15
Hendrix,PSV,0,0,0,0,0,0,0,0,0
Phillip Cocu,PSV(COACH),0,0,0,0,0,0,0,0,0
"Hart
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
Kompany,Man. City,0,0,0,0,0,0,0,0,7
Zabaleta,Man. City,0,0,0,0,4,0,0,0,90
Fernando,Man. City,0,0,0,0,4,0,1,0,90
Agüero,Man. City,0,2,0,0,0,0,1,1,90
Jesús Navas,Man. City,0,2,0,0,0,4,0,0,90
David Silva,Man. City,0,0,0,0,1,1,2,0,79
Clichy,Man. City,0,0,0,0,2,4,2,1,90
Fernandinho,Man. City,0,0,0,0,2,0,2,0,90
Otamendi,Man. City,0,0,0,0,0,0,1,0,24
Touré,Man. City,0,2,1,0,0,0,1,0,90
"Caballero
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
Sterling,Man. City,0,0,0,0,1,1,0,0,11
Kolarov,Man. City,0,0,0,0,0,0,0,0,0
Bony,Man. City,0,0,0,0,0,0,0,0,0
Mangala,Man. City,0,0,0,0,0,0,0,1,83
Demichelis,Man. City,0,0,0,0,3,0,1,0,66
M. García,Man. City,0,0,0,0,0,0,0,0,0
Manuel Pellegrini,Man. City(COACH),0,0,0,0,0,0,0,0,0
"Shovkovskiy
 (GK)",Dynamo Kyiv,0,0,0,0,0,0,0,0,90
Miguel Veloso,Dynamo Kyiv,0,1,0,0,2,1,3,0,90
Antunes,Dynamo Kyiv,0,0,0,0,1,2,1,0,90
Dragović,Dynamo Kyiv,0,0,0,0,0,0,0,0,90
Yarmolenko,Dynamo Kyiv,0,1,1,0,0,2,1,1,90
Garmash,Dynamo Kyiv,0,0,0,0,1,0,2,0,64
Gusev,Dynamo Kyiv,0,0,0,0,2,1,0,1,62
Vida,Dynamo Kyiv,0,0,0,0,3,1,0,0,90
Buyalskiy,Dynamo Kyiv,0,1,1,0,0,1,3,0,90
Khacheridi,Dynamo Kyiv,0,0,0,0,3,0,0,0,90
Teodorczyk,Dynamo Kyiv,0,0,0,0,1,0,0,1,46
"Rudko
 (GK)",Dynamo Kyiv,0,0,0,0,0,0,0,0,0
Danilo Silva,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
Yakovenko,Dynamo Kyiv,0,1,1,0,0,2,1,0,28
Sydorchuk,Dynamo Kyiv,0,0,0,0,0,0,0,0,26
Korzun,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
González,Dynamo Kyiv,0,1,0,0,0,0,0,0,44
Makarenko,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
Serhiy Rebrov,Dynamo Kyiv(COACH),0,0,0,0,0,0,0,0,0
"Courtois
 (GK)",Chelsea,0,0,0,0,0,0,0,0,90
Ivanović,Chelsea,0,0,0,0,1,0,3,0,90
Fàbregas,Chelsea,0,1,0,0,2,1,4,0,90
E. Hazard,Chelsea,0,3,2,0,2,2,0,0,77
Mikel,Chelsea,0,0,0,0,0,0,4,0,90
Kenedy,Chelsea,0,0,0,0,4,1,0,0,90
Pedro Rodríguez,Chelsea,0,0,0,0,0,0,0,0,90
Diego Costa,Chelsea,1,4,3,0,0,0,1,2,60
Willian,Chelsea,0,3,1,1,0,7,1,0,90
Cahill,Chelsea,0,0,0,0,1,0,1,0,90
Azpilicueta,Chelsea,0,1,0,0,2,2,1,0,90
"Begović
 (GK)",Chelsea,0,0,0,0,0,0,0,0,0
Baba,Chelsea,0,0,0,0,0,0,0,0,0
Oscar,Chelsea,0,0,0,0,0,0,0,0,13
Traoré,Chelsea,0,1,1,0,1,0,0,0,30
Rémy,Chelsea,0,0,0,0,0,0,0,0,0
Matić,Chelsea,0,0,0,0,0,0,0,0,0
Loftus-Cheek,Chelsea,0,0,0,0,0,0,0,0,0
Guus Hiddink,Chelsea(COACH),0,0,0,0,0,0,0,0,0
"Trapp
 (GK)",Paris,0,0,0,0,0,0,0,0,90
Thiago Silva,Paris,0,0,0,0,0,0,2,0,90
Marquinhos,Paris,0,0,0,0,2,1,1,0,90
Moura,Paris,0,0,0,0,1,3,0,1,77
Thiago Motta,Paris,0,1,0,0,1,0,1,0,90
Ibrahimović,Paris,1,4,2,1,0,2,1,3,90
Di María,Paris,0,4,2,1,0,6,0,1,82
Matuidi,Paris,0,0,0,0,1,0,2,0,87
Maxwell,Paris,0,0,0,0,1,2,0,0,90
Rabiot,Paris,1,1,1,0,1,0,4,0,90
David Luiz,Paris,0,0,0,0,5,0,1,0,90
"Sirigu
 (GK)",Paris,0,0,0,0,0,0,0,0,0
Stambouli,Paris,0,0,0,0,0,0,0,0,0
Cavani,Paris,0,0,0,0,0,0,1,1,8
Kurzawa,Paris,0,0,0,0,0,0,0,0,0
Van der Wiel,Paris,0,0,0,0,0,0,0,0,3
Pastore,Paris,0,0,0,0,0,0,0,0,13
Augustin,Paris,0,0,0,0,0,0,0,0,0
Laurent Blanc,Paris(COACH),0,0,0,0,0,0,0,0,0
"Lodygin
 (GK)",Zenit,0,0,0,0,0,0,0,0,90
Anyukov,Zenit,0,0,0,0,2,2,1,0,58
Lombaerts,Zenit,0,1,0,0,2,0,0,1,90
Hulk,Zenit,1,4,1,0,0,15,0,3,90
Maurício,Zenit,0,1,0,0,2,0,3,0,82
Kokorin,Zenit,0,0,0,0,1,1,3,0,58
Danny,Zenit,0,0,0,0,0,2,2,1,90
Luís Neto,Zenit,0,0,0,0,2,0,0,0,90
Dzyuba,Zenit,0,5,2,0,0,0,1,1,90
Witsel,Zenit,0,1,0,0,2,0,1,0,90
Zhirkov,Zenit,0,1,0,1,1,5,0,0,90
"M. Kerzhakov
 (GK)",Zenit,0,0,0,0,0,0,0,0,0
Yusupov,Zenit,0,0,0,0,1,0,0,0,8
Shatov,Zenit,0,0,0,0,0,1,1,0,32
Smolnikov,Zenit,0,1,1,0,2,1,1,0,32
Garay,Zenit,0,0,0,0,0,0,0,0,0
Ivanov,Zenit,0,0,0,0,0,0,0,0,0
Dolgov,Zenit,0,0,0,0,0,0,0,0,0
André Villas-Boas,Zenit(COACH),0,0,0,0,0,0,0,0,0
"Ederson
 (GK)",Benfica,0,0,0,0,0,0,0,0,90
Fejsa,Benfica,0,0,0,0,3,0,2,0,90
Samaris,Benfica,0,0,0,0,6,0,1,0,90
Gaitán,Benfica,1,1,1,1,1,7,0,0,90
Mitroglou,Benfica,0,0,0,0,1,1,5,0,67
Lindelöf,Benfica,0,2,1,0,3,0,0,0,90
Jonas,Benfica,0,0,0,0,0,0,0,0,90
Eliseu,Benfica,0,2,1,0,1,0,0,0,90
Pizzi,Benfica,0,0,0,0,1,3,1,1,73
Semedo,Benfica,0,1,1,0,3,0,4,0,90
Renato Sanches,Benfica,0,1,0,0,3,0,3,0,90
"Paulo Lopes
 (GK)",Benfica,0,0,0,0,0,0,0,0,0
Jiménez,Benfica,0,1,1,0,0,0,4,0,23
Salvio,Benfica,0,0,0,0,0,0,1,0,17
Gonçalo Guedes,Benfica,0,0,0,0,0,0,0,0,0
Sílvio,Benfica,0,0,0,0,0,0,0,0,0
Talisca,Benfica,1,1,1,0,0,0,0,0,0
Rúben Dias,Benfica,0,0,0,0,0,0,0,0,0
Rui Vitória,Benfica(COACH),0,0,0,0,0,0,0,0,0
"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
Pepe,Real Madrid,0,0,0,0,2,1,0,0,90
Ramos,Real Madrid,0,0,0,0,2,0,0,0,90
Ronaldo,Real Madrid,1,14,3,1,0,0,1,2,90
Kroos,Real Madrid,0,3,2,0,2,8,1,0,90
James Rodríguez,Real Madrid,1,4,2,0,0,7,0,0,90
Bale,Real Madrid,0,1,0,0,0,6,0,0,61
Marcelo,Real Madrid,0,6,1,0,4,2,0,0,90
Casemiro,Real Madrid,0,3,0,0,2,0,2,0,84
Modrić,Real Madrid,0,3,1,0,2,1,0,0,76
Danilo,Real Madrid,0,1,0,0,4,3,2,0,90
"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
Varane,Real Madrid,0,0,0,0,0,0,0,0,0
Carvajal,Real Madrid,0,0,0,0,0,0,0,0,0
Kovačić,Real Madrid,0,0,0,0,0,0,0,0,6
Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,29
Jesé,Real Madrid,0,1,0,0,0,1,0,0,14
Isco,Real Madrid,0,0,0,0,0,0,0,0,0
Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
"Szczęsny
 (GK)",Roma,0,0,0,0,0,0,0,0,90
Digne,Roma,0,0,0,0,1,4,1,0,90
Perotti,Roma,0,1,0,0,1,11,1,0,90
Džeko,Roma,0,2,0,0,0,0,0,0,90
Salah,Roma,0,3,1,0,1,4,1,0,90
Pjanić,Roma,0,0,0,0,2,0,0,0,46
Keita,Roma,0,0,0,0,0,0,2,0,86
El Shaarawy,Roma,0,0,0,0,0,0,0,0,74
Florenzi,Roma,0,1,1,0,4,3,1,0,90
Manolas,Roma,0,1,1,0,4,0,0,0,90
Zukanovic,Roma,0,1,1,0,1,0,2,0,90
Leandro Castán,Roma,0,0,0,0,0,0,0,0,90
Totti,Roma,0,1,0,0,0,1,0,0,90
Maicon,Roma,0,0,0,0,0,0,0,0,90
Falqué,Roma,0,0,0,0,0,0,0,0,90
Vainqueur,Roma,0,0,0,0,3,0,0,0,90
"De Sanctis
 (GK)",Roma,0,0,0,0,0,0,0,0,0
Torosidis,Roma,0,0,0,0,0,0,0,0,0
Luciano Spalletti,Roma(COACH),0,0,0,0,0,0,0,0,0
"Casteels
 (GK)",Wolfsburg,0,0,0,0,0,0,0,0,90
Draxler,Wolfsburg,0,1,0,1,0,2,1,0,78
Kruse,Wolfsburg,0,2,0,0,0,4,0,0,90
Träsch,Wolfsburg,0,1,1,0,0,3,2,0,90
Schürrle,Wolfsburg,1,4,1,0,1,2,2,1,89
Dante,Wolfsburg,0,1,0,0,3,1,0,1,90
Luiz Gustavo,Wolfsburg,0,2,1,0,2,0,1,0,90
Guilavogui,Wolfsburg,0,2,1,0,3,2,3,0,90
Arnold,Wolfsburg,0,0,0,0,1,1,2,0,83
Knoche,Wolfsburg,0,1,0,0,1,0,0,0,90
Rodríguez,Wolfsburg,0,2,0,0,2,6,2,0,90
"Grün
 (GK)",Wolfsburg,0,0,0,0,0,0,0,0,0
Schäfer,Wolfsburg,0,0,0,0,0,0,0,0,1
Ascues,Wolfsburg,0,0,0,0,0,0,0,0,0
Caligiuri,Wolfsburg,0,0,0,0,1,0,0,0,12
Vieirinha,Wolfsburg,0,1,1,0,0,0,0,0,7
Henrique,Wolfsburg,0,0,0,0,0,0,0,0,0
Putaro,Wolfsburg,0,0,0,0,0,0,0,0,0
Dieter Hecking,Wolfsburg(COACH),0,0,0,0,0,0,0,0,0
"Sels
 (GK)",Gent,0,0,0,0,0,0,0,0,90
Rafinha,Gent,0,0,0,0,2,0,2,0,78
Matton,Gent,0,0,0,0,0,0,1,0,68
Renato Neto,Gent,0,0,0,0,2,0,3,0,90
Kums,Gent,0,1,0,0,0,0,1,0,90
Dejaegere,Gent,0,2,0,0,0,0,4,0,90
Asare,Gent,0,0,0,0,2,0,2,0,90
L. Nielsen,Gent,0,0,0,0,1,0,0,0,90
Simon,Gent,0,1,1,0,0,2,0,2,70
Gershon,Gent,0,0,0,0,3,0,0,0,90
Milicevic,Gent,0,2,0,0,2,3,0,0,90
"Thoelen
 (GK)",Gent,0,0,0,0,0,0,0,0,0
K. Coulibaly,Gent,0,1,1,0,0,0,0,0,20
Depoitre,Gent,0,0,0,0,0,0,0,0,0
Saief,Gent,0,0,0,0,1,1,2,0,22
Deaux,Gent,0,0,0,0,0,0,0,0,0
Wikheim,Gent,0,0,0,0,0,0,0,0,0
Foket,Gent,0,0,0,0,2,0,1,0,12
Hein Vanhaezebrouck,Gent(COACH),0,0,0,0,0,0,0,0,0
"Zoet
 (GK)",PSV,0,0,0,0,0,0,0,0,90
Moreno,PSV,0,0,0,0,2,0,1,0,90
Arias,PSV,0,0,0,0,4,2,1,0,90
Bruma,PSV,0,0,0,0,2,0,0,0,90
Pröpper,PSV,0,1,1,0,1,1,1,0,90
Pereiro,PSV,0,0,0,0,1,0,2,0,90
Narsingh,PSV,0,0,0,0,0,0,0,0,65
Willems,PSV,0,1,0,0,4,4,0,0,90
Guardado,PSV,0,0,0,0,5,0,2,0,75
Locadia,PSV,0,1,0,0,1,0,1,0,86
Van Ginkel,PSV,0,1,0,0,2,2,0,0,90
"Pasveer
 (GK)",PSV,0,0,0,0,0,0,0,0,0
Isimat-Mirin,PSV,0,0,0,0,1,0,0,0,25
Schaars,PSV,0,0,0,0,0,0,0,0,0
Lestienne,PSV,0,1,0,0,0,0,0,0,4
Jozefzoon,PSV,0,0,0,0,0,0,0,0,0
Brenet,PSV,0,0,0,0,0,0,0,0,0
Hendrix,PSV,0,0,0,0,1,1,0,0,15
Phillip Cocu,PSV(COACH),0,0,0,0,0,0,0,0,0
"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
Godín,Atlético,0,0,0,0,4,0,2,0,90
Filipe Luís,Atlético,0,0,0,0,3,6,0,0,90
Koke,Atlético,0,2,1,0,2,4,0,0,90
Griezmann,Atlético,0,2,2,0,1,0,1,0,90
Óliver Torres,Atlético,0,0,0,0,0,0,2,0,90
Gabi,Atlético,0,1,1,0,2,6,1,0,90
Savić,Atlético,0,0,0,0,0,0,1,0,90
Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,74
Juanfran,Atlético,0,0,0,0,0,8,0,0,90
Vietto,Atlético,0,1,1,0,0,0,0,1,61
"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
Kranevitter,Atlético,0,2,0,0,1,2,1,0,0
Torres,Atlético,0,2,0,0,0,1,0,0,29
Fernández,Atlético,0,0,0,0,0,0,0,0,0
Correa,Atlético,0,0,0,0,0,0,0,0,16
Gámez,Atlético,0,0,0,0,0,0,0,0,0
Giménez,Atlético,0,0,0,0,0,0,0,0,0
Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
"Shovkovskiy
 (GK)",Dynamo Kyiv,0,0,0,0,0,0,0,0,90
Danilo Silva,Dynamo Kyiv,0,1,0,0,1,2,1,1,66
Dragović,Dynamo Kyiv,0,0,0,0,2,0,0,0,90
Yarmolenko,Dynamo Kyiv,0,2,1,0,0,9,0,0,90
Rybalka,Dynamo Kyiv,0,0,0,0,5,0,2,0,90
Garmash,Dynamo Kyiv,0,0,0,0,0,0,1,0,31
Vida,Dynamo Kyiv,0,0,0,0,2,1,3,0,90
González,Dynamo Kyiv,0,1,0,0,0,4,4,0,90
Buyalskiy,Dynamo Kyiv,1,3,2,0,1,0,1,0,90
Khacheridi,Dynamo Kyiv,0,0,0,0,2,0,0,0,90
Teodorczyk,Dynamo Kyiv,0,2,0,0,1,0,0,1,46
"Rudko
 (GK)",Dynamo Kyiv,0,0,0,0,0,0,0,0,0
Miguel Veloso,Dynamo Kyiv,0,2,0,0,2,1,2,0,59
Petrović,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
Júnior Moraes,Dynamo Kyiv,0,0,0,0,1,0,0,0,44
Korzun,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
Gusev,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
Makarenko,Dynamo Kyiv,0,0,0,0,0,2,0,0,24
