Players,Teams,Started_at,Finished_at,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides
Luis Suárez,Barcelona,0',Finished,Not scored,2,0,0,0,1,2,0
Messi,Barcelona,0',Finished,Not scored,7,1,0,0,6,0,0
Neymar,Barcelona,0',Finished,Not scored,3,0,0,2,16,0,0
Jordi Alba,Barcelona,0',Finished,Not scored,1,0,0,0,2,1,0
Sergi Roberto,Barcelona,0',Substituted at 78',Not scored,2,0,0,0,1,2,0
Umtiti,Barcelona,0',Finished,Not scored,0,0,0,1,0,0,0
"Cillessen
 (GK)",Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Denis Suárez,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Mascherano,Barcelona,78',Finished,Not scored,0,0,0,1,0,0,0
Alcácer,Barcelona,58',Finished,Not scored,0,0,0,0,0,0,0
Digne,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
André Gomes,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Aleñá,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Luis Enrique,Barcelona(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Buffon
 (GK)",Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Chiellini,Juventus,0',Finished,Not scored,0,0,0,5,0,2,0
Pjanić,Juventus,0',Finished,Not scored,1,1,0,5,4,2,0
Khedira,Juventus,0',Finished,Not scored,1,1,0,2,0,1,0
Cuadrado,Juventus,0',Substituted at 84',Not scored,4,1,0,0,1,1,0
Higuaín,Juventus,0',Substituted at 88',Not scored,3,1,0,1,0,2,1
Alex Sandro,Juventus,0',Finished,Not scored,0,0,0,0,0,4,0
Mandžukić,Juventus,0',Finished,Not scored,1,0,0,1,2,1,0
Bonucci,Juventus,0',Finished,Not scored,0,0,0,4,0,0,0
Dybala,Juventus,0',Substituted at 75',Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Dani Alves,Juventus,0',Finished,Not scored,0,0,0,3,0,5,0
"Neto
 (GK)",Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Benatia,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Barzagli,Juventus,75',Finished,Not scored,0,0,0,0,0,0,0
Lemina,Juventus,84',Finished,Not scored,1,0,0,0,0,0,0
Asamoah,Juventus,88',Finished,Not scored,0,0,0,0,0,0,0
Lichtsteiner,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rincón,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Massimiliano Allegri,Juventus(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Schmeichel
 (GK)",Leicester,0',Finished,Not scored,0,0,0,0,0,0,0
Drinkwater,Leicester,0',Finished,Not scored,3,0,0,2,0,0,0
Morgan,Leicester,0',Substituted at 84',Not scored,0,0,0,1,0,0,0
Vardy,Leicester,0',Finished,Scored at  61,1,1,0,0,1,1,1
Albrighton,Leicester,0',Finished,Not scored,1,0,0,0,7,0,0
Simpson,Leicester,0',Finished,Not scored,0,0,0,2,0,0,0
Okazaki,Leicester,0',Substituted at 46',Not scored,2,1,0,1,0,0,0
Ndidi,Leicester,0',Finished,Not scored,1,0,0,2,0,0,0
Mahrez,Leicester,0',Finished,Not scored,1,1,0,0,4,1,0
Fuchs,Leicester,0',Finished,Not scored,0,0,0,0,1,0,0
Benalouane,Leicester,0',Substituted at 46',Not scored,0,0,0,0,0,1,0
"Zieler
 (GK)",Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Chilwell,Leicester,46',Finished,Not scored,3,0,0,0,2,0,0
Musa,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
King,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Amartey,Leicester,84',Finished,Not scored,0,0,0,0,0,0,0
Gray,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Ulloa,Leicester,46',Finished,Not scored,0,0,0,0,0,1,0
Craig Shakespeare,Leicester(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Oblak
 (GK)",Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Godín,Atlético,0',Finished,Not scored,0,0,0,2,0,0,0
Filipe Luís,Atlético,0',Substituted at 74',Not scored,1,0,1,0,1,0,0
Koke,Atlético,0',Finished,Not scored,0,0,0,2,1,1,0
Griezmann,Atlético,0',Finished,Not scored,0,0,0,1,0,1,0
Saúl Ñíguez,Atlético,0',Finished,Scored at  26,3,2,0,0,0,0,0
Carrasco,Atlético,0',Substituted at 69',Not scored,0,0,0,0,1,0,2
Gabi,Atlético,0',Finished,Not scored,0,0,0,1,0,1,0
Savić,Atlético,0',Finished,Not scored,0,0,0,2,0,0,0
Juanfran,Atlético,0',Substituted at 55',Not scored,0,0,0,0,1,0,0
Giménez,Atlético,0',Finished,Not scored,0,0,0,4,0,1,0
"Moyà
 (GK)",Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Torres,Atlético,69',Finished,Not scored,0,0,0,0,0,0,0
Correa,Atlético,74',Finished,Not scored,0,0,0,0,0,0,0
Hernández,Atlético,55',Finished,Not scored,0,0,0,0,0,0,0
Gameiro,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Thomas,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Gaitán,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Diego Simeone,Atlético(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Navas
 (GK)",Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Carvajal,Real Madrid,0',Finished,Not scored,1,0,0,0,3,0,0
Ramos,Real Madrid,0',Finished,Not scored,2,1,1,0,0,0,0
Nacho,Real Madrid,0',Finished,Not scored,1,0,0,2,0,0,0
Ronaldo,Real Madrid,0',Finished,"Scored at  76, 105, 110",4,1,0,0,2,1,0
Kroos,Real Madrid,0',Substituted at 114',Not scored,3,1,0,0,5,0,0
Benzema,Real Madrid,0',Substituted at 64',Not scored,1,0,0,0,0,0,0
Marcelo,Real Madrid,0',Finished,Not scored,0,0,1,2,5,0,0
Casemiro,Real Madrid,0',Finished,Not scored,0,0,1,3,1,4,0
Modrić,Real Madrid,0',Finished,Not scored,0,0,0,0,1,0,0
Isco,Real Madrid,0',Substituted at 71',Not scored,2,0,0,0,1,0,0
"Casilla
 (GK)",Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
James Rodríguez,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Kovačić,Real Madrid,114',Finished,Not scored,0,0,0,0,0,0,0
Lucas Vázquez,Real Madrid,71',Finished,Not scored,0,0,0,0,0,0,0
Asensio,Real Madrid,64',Finished,Scored at  112,0,0,0,0,0,0,0
Morata,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Danilo,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Zinédine Zidane,Real Madrid(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Neuer
 (GK)",Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Hummels,Bayern,0',Finished,Not scored,0,0,0,0,0,1,0
Thiago Alcántara,Bayern,0',Finished,Not scored,2,0,0,0,3,1,0
Ribéry,Bayern,0',Substituted at 71',Not scored,2,1,0,0,1,2,0
Lewandowski,Bayern,0',Substituted at 88',Scored at  53 (P),3,1,0,0,0,1,0
Robben,Bayern,0',Finished,Not scored,3,1,0,0,2,0,0
Xabi Alonso,Bayern,0',Substituted at 75',Not scored,0,0,0,0,2,1,0
Boateng,Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Lahm,Bayern,0',Finished,Not scored,0,0,0,4,5,0,0
Vidal,Bayern,0',Finished,Not scored,3,0,0,3,0,4,0
Alaba,Bayern,0',Finished,Not scored,2,0,0,2,7,0,0
"Ulreich
 (GK)",Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Douglas Costa,Bayern,71',Finished,Not scored,0,0,0,0,0,0,0
Rafinha,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Bernat,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Müller,Bayern,75',Finished,Not scored,0,0,0,0,0,0,0
Coman,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Kimmich,Bayern,88',Finished,Not scored,0,0,0,0,0,0,0
Carlo Ancelotti,Bayern(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Neuer
 (GK)",Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Thiago Alcántara,Bayern,0',Finished,Not scored,0,0,1,3,2,1,0
Ribéry,Bayern,0',Substituted at 66',Not scored,2,0,0,1,1,2,0
Javi Martínez,Bayern,0',Finished,Not scored,1,0,0,0,0,2,0
Robben,Bayern,0',Finished,Not scored,1,1,0,1,7,1,1
Xabi Alonso,Bayern,0',Substituted at 64',Not scored,0,0,0,0,4,1,0
Boateng,Bayern,0',Finished,Not scored,0,0,0,0,0,1,0
Lahm,Bayern,0',Finished,Not scored,0,0,0,1,4,0,0
Vidal,Bayern,0',Finished,Scored at  25,5,2,0,2,0,1,0
Müller,Bayern,0',Substituted at 81',Not scored,3,0,0,0,0,1,2
Alaba,Bayern,0',Finished,Not scored,1,0,0,1,4,1,0
"Ulreich
 (GK)",Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Douglas Costa,Bayern,66',Finished,Not scored,0,0,0,0,0,0,0
Rafinha,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Bernat,Bayern,64',Finished,Not scored,0,0,0,0,0,0,0
Coman,Bayern,81',Finished,Not scored,0,0,0,0,0,0,0
Kimmich,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Renato Sanches,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Carlo Ancelotti,Bayern(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Navas
 (GK)",Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Carvajal,Real Madrid,0',Finished,Not scored,0,0,1,1,4,1,0
Ramos,Real Madrid,0',Finished,Not scored,1,0,0,1,0,1,1
Nacho,Real Madrid,0',Finished,Not scored,0,0,0,3,0,0,0
Ronaldo,Real Madrid,0',Finished,"Scored at  47, 77",8,4,0,0,0,0,0
Kroos,Real Madrid,0',Finished,Not scored,2,0,0,0,4,2,0
Benzema,Real Madrid,0',Substituted at 83',Not scored,4,2,0,0,1,1,2
Bale,Real Madrid,0',Substituted at 59',Not scored,2,2,0,2,0,0,0
Marcelo,Real Madrid,0',Finished,Not scored,2,0,0,3,7,1,0
Casemiro,Real Madrid,0',Finished,Not scored,1,1,0,1,1,0,0
Modrić,Real Madrid,0',Substituted at 90'+1,Not scored,1,1,0,4,1,1,0
"Casilla
 (GK)",Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
James Rodríguez,Real Madrid,83',Finished,Not scored,0,0,0,0,0,0,0
Kovačić,Real Madrid,90'+1,Finished,Not scored,0,0,0,0,0,0,0
Asensio,Real Madrid,59',Finished,Not scored,2,2,1,1,3,0,0
Morata,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Isco,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Danilo,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Zinédine Zidane,Real Madrid(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Oblak
 (GK)",Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Godín,Atlético,0',Finished,Not scored,1,1,0,1,0,1,0
Filipe Luís,Atlético,0',Finished,Not scored,0,0,0,2,5,0,0
Koke,Atlético,0',Finished,Not scored,4,0,0,0,6,2,0
Griezmann,Atlético,0',Finished,Scored at  28 (P),2,1,0,1,2,1,0
Saúl Ñíguez,Atlético,0',Finished,Not scored,3,0,0,3,0,1,0
Torres,Atlético,0',Substituted at 75',Not scored,3,2,0,0,0,1,1
Carrasco,Atlético,0',Substituted at 65',Not scored,1,0,0,0,5,1,0
Gabi,Atlético,0',Finished,Not scored,0,0,0,2,3,0,0
Savić,Atlético,0',Finished,Not scored,0,0,0,1,0,1,0
Juanfran,Atlético,0',Finished,Not scored,0,0,0,2,6,2,0
"André Moreira
 (GK)",Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Correa,Atlético,65',Finished,Not scored,1,0,0,0,1,0,0
Cerci,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Hernández,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Thomas,Atlético,75',Finished,Not scored,0,0,0,0,0,0,0
Gaitán,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Giménez,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Diego Simeone,Atlético(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Schmeichel
 (GK)",Leicester,0',Finished,Not scored,0,0,0,0,0,0,0
Drinkwater,Leicester,0',Finished,Not scored,0,0,0,4,0,1,0
Huth,Leicester,0',Finished,Not scored,1,0,0,2,0,1,0
Vardy,Leicester,0',Substituted at 77',Not scored,0,0,0,0,1,2,1
Albrighton,Leicester,0',Finished,Not scored,1,0,0,1,2,2,0
Simpson,Leicester,0',Finished,Not scored,1,0,0,3,0,0,0
Okazaki,Leicester,0',Substituted at 46',Not scored,0,0,0,0,0,2,0
Ndidi,Leicester,0',Finished,Not scored,0,0,0,3,0,1,0
Mahrez,Leicester,0',Finished,Not scored,2,0,0,1,1,3,0
Fuchs,Leicester,0',Finished,Not scored,0,0,0,3,2,2,0
Benalouane,Leicester,0',Finished,Not scored,0,0,0,4,0,2,0
"Zieler
 (GK)",Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Chilwell,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
King,Leicester,46',Finished,Not scored,0,0,0,0,1,0,0
Amartey,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Slimani,Leicester,77',Finished,Not scored,0,0,0,0,0,0,0
Gray,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Ulloa,Leicester,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Craig Shakespeare,Leicester(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Bürki
 (GK)",Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
S. Bender,Dortmund,0',Substituted at 46',Not scored,0,0,0,1,0,1,0
Dembélé,Dortmund,0',Finished,Scored at  57,4,1,0,0,10,1,1
Guerreiro,Dortmund,0',Finished,Not scored,0,0,0,0,9,1,1
Aubameyang,Dortmund,0',Finished,Not scored,4,0,0,1,2,1,0
Kagawa,Dortmund,0',Finished,Scored at  84,2,1,1,1,0,0,0
Papastathopoulos,Dortmund,0',Finished,Not scored,0,0,0,4,0,2,0
Piszczek,Dortmund,0',Finished,Not scored,2,0,0,2,2,0,0
Ginter,Dortmund,0',Finished,Not scored,1,1,0,1,2,1,0
Schmelzer,Dortmund,0',Substituted at 46',Not scored,0,0,0,1,3,0,0
Weigl,Dortmund,0',Finished,Not scored,1,0,0,1,1,1,0
"Weidenfeller
 (GK)",Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Nuri Şahin,Dortmund,46',Finished,Not scored,0,0,1,1,2,0,0
Emre Mor,Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Pulišić,Dortmund,46',Finished,Not scored,2,1,0,0,2,1,0
Merino,Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Passlack,Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Thomas Tuchel,Dortmund(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Subašić
 (GK)",Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Fabinho,Monaco,0',Finished,Not scored,1,0,0,2,0,2,0
Jemerson,Monaco,0',Finished,Not scored,0,0,0,1,0,1,0
João Moutinho,Monaco,0',Finished,Not scored,0,0,0,2,1,0,0
Falcao,Monaco,0',Substituted at 85',Not scored,2,0,0,1,0,2,0
Bernardo Silva,Monaco,0',Substituted at 66',Not scored,1,0,0,0,0,0,0
Raggi,Monaco,0',Finished,Not scored,0,0,0,0,1,0,0
Glik,Monaco,0',Finished,Not scored,0,0,0,2,0,0,0
Lemar,Monaco,0',Finished,Not scored,1,0,1,2,1,1,0
Mbappé,Monaco,0',Finished,"Scored at  19, 79",2,2,0,1,0,0,2
Touré,Monaco,0',Finished,Not scored,0,0,0,2,5,1,0
Jorge,Monaco,0',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Dirar,Monaco,0',Finished,Not scored,0,0,0,0,0,2,0
"De Sanctis
 (GK)",Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Germain,Monaco,85',Finished,Not scored,0,0,0,0,0,0,0
Cardona,Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Diallo,Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
N'Doram,Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Leonardo Jardim,Monaco(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Buffon
 (GK)",Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Chiellini,Juventus,0',Finished,Scored at  55,1,1,0,1,0,1,0
Pjanić,Juventus,0',Substituted at 89',Not scored,1,0,1,0,5,3,0
Khedira,Juventus,0',Finished,Not scored,3,0,0,3,1,3,1
Cuadrado,Juventus,0',Substituted at 73',Not scored,0,0,1,1,1,0,0
Higuaín,Juventus,0',Finished,Not scored,4,4,0,0,1,1,0
Alex Sandro,Juventus,0',Finished,Not scored,0,0,0,0,1,4,0
Mandžukić,Juventus,0',Finished,Not scored,1,1,0,1,0,3,0
Bonucci,Juventus,0',Finished,Not scored,0,0,0,3,0,1,0
Dybala,Juventus,0',Substituted at 81',"Scored at  7, 22",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Dani Alves,Juventus,0',Finished,Not scored,1,0,0,1,0,4,0
"Neto
 (GK)",Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Marchisio,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Barzagli,Juventus,89',Finished,Not scored,0,0,0,0,0,0,0
Lemina,Juventus,73',Finished,Not scored,0,0,0,1,0,0,0
Asamoah,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Lichtsteiner,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rincón,Juventus,81',Finished,Not scored,0,0,0,0,0,1,0
Massimiliano Allegri,Juventus(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Ter Stegen
 (GK)",Barcelona,0',Finished,Not scored,0,0,0,0,0,0,0
Piqué,Barcelona,0',Finished,Not scored,0,0,0,1,0,1,0
Rakitić,Barcelona,0',Finished,Not scored,1,0,0,0,4,2,0
Iniesta,Barcelona,0',Finished,Not scored,3,1,0,2,1,3,0
Luis Suárez,Barcelona,0',Finished,Not scored,4,1,0,0,0,1,1
Messi,Barcelona,0',Finished,Not scored,4,1,0,0,2,2,0
Neymar,Barcelona,0',Finished,Not scored,2,0,0,0,8,3,0
Mascherano,Barcelona,0',Finished,Not scored,1,0,0,0,0,2,0
Sergi Roberto,Barcelona,0',Finished,Not scored,1,1,0,1,0,1,0
Umtiti,Barcelona,0',Finished,Not scored,0,0,0,1,0,0,0
Mathieu,Barcelona,0',Substituted at 46',Not scored,0,0,0,0,2,1,0
"Cillessen
 (GK)",Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Denis Suárez,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Alcácer,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Jordi Alba,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Digne,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
André Gomes,Barcelona,46',Finished,Not scored,0,0,0,1,0,2,0
Aleñá,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Luis Enrique,Barcelona(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Oblak
 (GK)",Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Godín,Atlético,0',Finished,Not scored,0,0,0,2,0,0,0
Koke,Atlético,0',Finished,Not scored,2,1,0,0,6,0,0
Griezmann,Atlético,0',Finished,Not scored,4,0,0,1,0,0,0
Saúl Ñíguez,Atlético,0',Finished,Not scored,2,1,0,1,1,1,0
Carrasco,Atlético,0',Substituted at 71',Not scored,0,0,0,0,0,0,0
Correa,Atlético,0',Substituted at 64',Not scored,3,1,0,1,2,0,0
Vrsaljko,Atlético,0',Finished,Not scored,0,0,0,3,4,2,0
Hernández,Atlético,0',Finished,Not scored,0,0,0,3,1,1,0
Thomas,Atlético,0',Finished,Not scored,0,0,0,3,0,0,0
Giménez,Atlético,0',Finished,Not scored,2,1,0,4,0,1,0
"Moyà
 (GK)",Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Torres,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Savić,Atlético,71',Finished,Not scored,0,0,0,1,0,0,0
Cerci,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Juanfran,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Gaitán,Atlético,64',Finished,Not scored,0,0,0,0,0,1,0
Juan Moreno,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Diego Simeone,Atlético(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Leno
 (GK)",Leverkusen,0',Finished,Not scored,0,0,0,0,0,0,0
Dragović,Leverkusen,0',Finished,Not scored,0,0,0,1,0,1,1
Hernández,Atlético,0',Substituted at 81',Not scored,3,0,0,0,0,1,0
Hilbert,Leverkusen,0',Finished,Not scored,0,0,0,3,1,1,0
Baumgartlinger,Leverkusen,0',Finished,Not scored,1,0,0,3,0,1,0
Jedvaj,Leverkusen,0',Finished,Not scored,1,0,0,2,0,1,0
Wendell,Leverkusen,0',Finished,Not scored,1,0,0,1,2,0,0
Brandt,Leverkusen,0',Substituted at 78',Not scored,2,1,0,1,0,0,0
Volland,Leverkusen,0',Substituted at 88',Not scored,4,1,0,0,1,3,0
Bellarabi,Leverkusen,0',Finished,Not scored,2,2,0,1,4,1,0
Kampl,Leverkusen,0',Finished,Not scored,2,1,0,0,2,0,0
"Özcan
 (GK)",Leverkusen,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Bailey,Leverkusen,78',Finished,Not scored,2,1,0,0,0,0,0
Mehmedi,Leverkusen,81',Finished,Not scored,0,0,0,0,0,0,0
Pohjanpalo,Leverkusen,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Aránguiz,Leverkusen,88',Finished,Not scored,0,0,0,0,0,0,0
Da Costa,Leverkusen,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Yurchenko,Leverkusen,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Tayfun Korkut,Leverkusen(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
